Restaurants_Name,photos_count,stars,review_count,distance_km,address,hours,attributes,categories,euros,main_category
AgataTorrisi,6.0,5.0,7.0,1.3623184293073893,Wöhlertstr. 510115 Berlin,"{'Monday': '11:30 AM - 5:00 PM', 'Tuesday': '11:30 AM - 5:00 PM', 'Wednesday': '11:30 AM - 5:00 PM', 'Thursday': '11:30 AM - 5:00 PM', 'Friday': '11:30 AM - 5:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Offers Delivery,No Takeout,Many Vegetarian Options,Outdoor Seating",Italian,,Restaurant
TavernaPhaestos,17.0,4.5,42.0,10.244419054623258,Jagowstr. 1610555 Berlin,"{'Monday': '5:30 PM - 12:00 AM (Next day)', 'Tuesday': '5:30 PM - 12:00 AM (Next day)', 'Wednesday': '5:30 PM - 12:00 AM (Next day)', 'Thursday': '5:30 PM - 12:00 AM (Next day)', 'Friday': '5:30 PM - 12:00 AM (Next day)', 'Saturday': '5:30 PM - 12:00 AM (Next day)', 'Sunday': '5:30 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Greek,,Restaurant
Handoyos,37.0,5.0,17.0,4.439081706377666,Ludwigkirchplatz 210719 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '1:00 PM - 10:00 PM', 'Sunday': '1:00 PM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Indonesian,,
Tbilisi,69.0,4.0,20.0,4.010417627919134,Schönfließer Str. 1510439 Berlin,"{'Monday': '5:00 PM - 12:00 AM (Next day)', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,No Delivery,Outdoor Seating,Moderate Noise","Georgian,Wine Bars",,Restaurant
LACaf,12.0,5.0,2.0,3.252109171832649,Budapester Str. 210787 Berlin,"{'Monday': '6:30 AM - 11:00 PM', 'Tuesday': '6:30 AM - 11:00 PM', 'Wednesday': '6:30 AM - 11:00 PM', 'Thursday': '6:30 AM - 11:00 PM', 'Friday': '6:30 AM - 11:00 PM', 'Saturday': '6:30 AM - 11:00 PM', 'Sunday': '6:30 AM - 11:00 PM'}","Outdoor Seating,Street Parking, On-Site Parking,Waiter Service,Accepts Debit Cards","International,American (Traditional)",,Restaurant
HouseofSmallWonderTempCLOSED,339.0,4.0,170.0,1.3847677879329172,Johannisstr. 2010117 Berlin,"{'Monday': '9:00 AM - 10:00 PM', 'Tuesday': '9:00 AM - 10:00 PM', 'Wednesday': '9:00 AM - 10:00 PM', 'Thursday': '9:00 AM - 10:00 PM', 'Friday': '9:00 AM - 10:00 PM', 'Saturday': '9:00 AM - 10:00 PM', 'Sunday': '9:00 AM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Vegan Options","Breakfast & Brunch,Cocktail Bars,Japanese",,Restaurant
Yorckschlsschen,61.0,4.0,80.0,3.8214006050506932,Yorckstr. 1510965 Berlin,"{'Monday': '5:00 PM - 3:00 AM (Next day)', 'Tuesday': '5:00 PM - 3:00 AM (Next day)', 'Wednesday': '5:00 PM - 3:00 AM (Next day)', 'Thursday': '5:00 PM - 3:00 AM (Next day)', 'Friday': '5:00 PM - 3:00 AM (Next day)', 'Saturday': '5:00 PM - 3:00 AM (Next day)', 'Sunday': '10:00 AM - 3:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Jazz & Blues,Beer Gardens,German",,Restaurant
Kfer,187.0,4.0,111.0,,Platz der Republik 1im Deutschen Bundestag11011 Berlin,"{'Monday': '9:00 AM - 4:30 PM', 'Tuesday': '9:00 AM - 4:30 PM', 'Wednesday': '9:00 AM - 4:30 PM', 'Thursday': '9:00 AM - 4:30 PM', 'Friday': '9:00 AM - 4:30 PM', 'Saturday': '9:00 AM - 4:30 PM', 'Sunday': '9:00 AM - 4:30 PM'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","German,Breakfast & Brunch",,Restaurant
HanoiSt,12.0,4.5,2.0,2.256536890731231,Torfstr. 1613353 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': 'Closed', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}",,"Indonesian,Asian Fusion",,
Cozymazu,27.0,4.5,15.0,2.056389711294293,Sprengelstr. 3913353 Berlin,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '11:00 AM - 10:00 PM', 'Sunday': '11:00 AM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Tea Rooms,Taiwanese",,Restaurant
Boccondivino,47.0,4.0,64.0,1.1345466202714405,Albrechtstr. 1810117 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': '4:00 PM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",Italian,,Restaurant
AlsancakSimitSarayi,41.0,5.0,3.0,4.012060815821729,Blücherstr. 910961 Berlin,"{'Monday': '7:00 AM - 9:00 PM', 'Tuesday': '7:00 AM - 9:00 PM', 'Wednesday': '7:00 AM - 9:00 PM', 'Thursday': '7:00 AM - 9:00 PM', 'Friday': '7:00 AM - 9:00 PM', 'Saturday': '7:00 AM - 9:00 PM', 'Sunday': '7:00 AM - 9:00 PM'}",No Delivery,"Breakfast & Brunch,Turkish",,Restaurant
Chupenga,28.0,4.0,24.0,2.0372681898574676,Mohrenstr. 4210117 Berlin,"{'Monday': '11:30 AM - 8:00 PM', 'Tuesday': '11:30 AM - 8:00 PM', 'Wednesday': '11:30 AM - 8:00 PM', 'Thursday': '11:30 AM - 8:00 PM', 'Friday': '11:30 AM - 8:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Offers Takeout,No Reservations,No Delivery,Accepts Debit Cards","Mexican,Takeaway & Fast Food",,Restaurant
POTS,67.0,4.5,7.0,1.8662589464313717,Potsdamer Platz 310785 Berlin,"{'Monday': '6:30 AM - 10:30 AM', 'Tuesday': '6:30 AM - 10:30 AM', 'Wednesday': '6:30 AM - 10:30 AM', 'Thursday': '6:30 AM - 10:30 AM', 'Friday': '6:30 AM - 10:30 AM', 'Saturday': '6:30 AM - 11:00 AM', 'Sunday': '6:30 AM - 11:00 AM'}",,German,,Restaurant
GrilledPocketSandwichGPS,10.0,5.0,9.0,2.8869071116429974,Beusselstr. 6310553 Berlin,"{'Monday': '9:00 AM - 9:00 PM', 'Tuesday': '9:00 AM - 9:00 PM', 'Wednesday': '9:00 AM - 9:00 PM', 'Thursday': '9:00 AM - 9:00 PM', 'Friday': '9:00 AM - 9:00 PM', 'Saturday': '12:00 PM - 9:00 PM', 'Sunday': '12:00 PM - 7:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","Cafes,Sandwiches",,Restaurant
APosto,15.0,4.0,76.0,2.0391957906003175,Monbijouplatz 1210178 Berlin,"{'Monday': '11:30 AM - 12:00 AM (Next day)', 'Tuesday': '11:30 AM - 12:00 AM (Next day)', 'Wednesday': '11:30 AM - 12:00 AM (Next day)', 'Thursday': '11:30 AM - 12:00 AM (Next day)', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '11:30 AM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Italian,Pizza",,Restaurant
GOLVET,25.0,4.5,6.0,2.2160633155699143,Potsdamer Str. 5810785 Berlin,"{'Monday': 'Closed', 'Tuesday': '7:00 PM - 1:00 AM (Next day)', 'Wednesday': '7:00 PM - 1:00 AM (Next day)', 'Thursday': '7:00 PM - 1:00 AM (Next day)', 'Friday': '7:00 PM - 2:00 AM (Next day)', 'Saturday': '7:00 PM - 2:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,No Delivery,No Takeout,Many Vegetarian Options",Modern European,,Restaurant
ZurkleinenMarkthalle,79.0,4.5,75.0,3.9725214233073856,Legiendamm 3210969 Berlin,"{'Monday': '4:00 PM - 1:00 AM (Next day)', 'Tuesday': '4:00 PM - 1:00 AM (Next day)', 'Wednesday': '4:00 PM - 1:00 AM (Next day)', 'Thursday': '4:00 PM - 1:00 AM (Next day)', 'Friday': '4:00 PM - 1:00 AM (Next day)', 'Saturday': '4:00 PM - 1:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,No Delivery,No Takeout,Many Vegetarian Options",German,,Restaurant
LittleGreenRabbitGendarmenmarkt,28.0,4.5,24.0,1.837823870060568,Jägerstr. 2710117 Berlin,"{'Monday': '11:30 AM - 2:30 PM', 'Tuesday': '11:30 AM - 2:30 PM', 'Wednesday': '11:30 AM - 2:30 PM', 'Thursday': '11:30 AM - 2:30 PM', 'Friday': '11:30 AM - 2:30 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Salad,Soup,Juice Bar & Smoothies",,Restaurant
RoyalsRice,216.0,4.0,57.0,2.2075477310561364,Torstr. 16410115 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards",Pan Asian,,
Zollpackhof,119.0,3.5,115.0,,Elisabeth-Abegg-Str. 110557 Berlin,"{'Monday': '10:00 AM - 12:00 AM (Next day)', 'Tuesday': '10:00 AM - 12:00 AM (Next day)', 'Wednesday': '10:00 AM - 12:00 AM (Next day)', 'Thursday': '10:00 AM - 12:00 AM (Next day)', 'Friday': '10:00 AM - 12:00 AM (Next day)', 'Saturday': '10:00 AM - 12:00 AM (Next day)', 'Sunday': '10:00 AM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","German,Beer Gardens",,Restaurant
MidtownGrill,136.0,4.0,150.0,1.7634644711707,Ebertstr. 310117 Berlin,"{'Monday': '6:30 AM - 11:00 AM', 'Tuesday': '6:30 AM - 11:00 AM', 'Wednesday': '6:30 AM - 11:00 AM', 'Thursday': '6:30 AM - 11:00 AM', 'Friday': '6:30 AM - 11:00 AM', 'Saturday': '7:00 AM - 11:00 AM', 'Sunday': '7:00 AM - 11:00 AM'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Steakhouses,BBQ & Barbecue",,Restaurant
Mydelilove,,5.0,3.0,2.4683903776013136,Lützowstr. 4610785 Berlin,"{'Monday': '8:00 AM - 5:00 PM', 'Tuesday': '8:00 AM - 5:00 PM', 'Wednesday': '8:00 AM - 5:00 PM', 'Thursday': '8:00 AM - 5:00 PM', 'Friday': '8:00 AM - 5:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Offers Takeout,No Delivery","Cafes,Juice Bar & Smoothies",,Restaurant
TheFlyingMonkey,63.0,4.0,30.0,3.200496224934241,Kastanienallee 1510435 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 2:00 AM (Next day)', 'Saturday': '12:00 PM - 2:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,Outdoor Seating,Good for Groups",Dim Sum,,Restaurant
CHIBEE,32.0,4.0,10.0,,Tegeler Str. 29 a13353 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Many Vegetarian Options",Korean,,Restaurant
MeinHausamSee,86.0,4.0,160.0,,Brunnenstr. 197 - 19810119 Berlin,"{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Lounges,Cafes",,Restaurant
CalicedOro,13.0,4.5,4.0,1.589181482543605,Unter den Linden 3910117 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '11:00 AM - 12:00 AM (Next day)'}",,Pizza,,Restaurant
IndianVillage,17.0,5.0,5.0,2.747228581982727,Dircksenstr. 9410178 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': '11:00 AM - 11:00 PM'}","Takes Reservations,Many Vegetarian Options,TV",Indian,,Restaurant
est,5.0,5.0,1.0,3.768649580290318,Meinekestr. 2010719 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': '4:00 PM - 11:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Japanese,Asian Fusion",,Restaurant
MyDner,,5.0,1.0,1.8937993780952656,Alt-moabit 11210559 Berlin,"{'Monday': '10:30 AM - 11:00 PM', 'Tuesday': '10:30 AM - 11:00 PM', 'Wednesday': '10:30 AM - 11:00 PM', 'Thursday': '10:30 AM - 11:00 PM', 'Friday': '10:30 AM - 11:00 PM', 'Saturday': 'Closed', 'Sunday': '12:00 PM - 11:00 PM'}","Offers Takeout,No Reservations,No Delivery,Accepts Cryptocurrency","Kebab,Turkish",,Restaurant
HasinaEatery,7.0,4.5,23.0,3.8085393003929786,Ofener Str. 213349 Berlin,"{'Monday': '12:00 PM - 9:00 PM', 'Tuesday': '12:00 PM - 9:00 PM', 'Wednesday': '12:00 PM - 9:00 PM', 'Thursday': '12:00 PM - 9:00 PM', 'Friday': '12:00 PM - 9:00 PM', 'Saturday': '12:00 PM - 9:00 PM', 'Sunday': '1:00 PM - 9:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Vegan Options",Indian,,Restaurant
PizzaconAmore,29.0,5.0,27.0,2.63979656020375,Turmstr. 8210551 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating",Pizza,,Restaurant
Mrder,17.0,4.5,13.0,2.2075477310561364,Torstr. 19910115 Berlin,"{'Monday': '8:00 AM - 3:00 PM', 'Tuesday': '8:00 AM - 3:00 PM', 'Wednesday': 'Open 24 hours', 'Thursday': '8:00 AM - 6:00 PM', 'Friday': '8:00 AM - 7:00 PM', 'Saturday': '11:00 AM - 3:00 PM', 'Sunday': '9:00 AM - 10:00 AM'}","No Reservations,No Delivery,No Takeout,Outdoor Seating",Cafes,,Restaurant
Nusantara,63.0,4.0,45.0,2.63979656020375,Turmstr.  1810559 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 9:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Indonesian,,
beetsroots,29.0,4.5,10.0,1.1212989231791983,Dorotheenstr. 8310117 Berlin,"{'Monday': '11:00 AM - 8:00 PM', 'Tuesday': '11:00 AM - 8:00 PM', 'Wednesday': '11:00 AM - 8:00 PM', 'Thursday': '11:00 AM - 8:00 PM', 'Friday': '11:00 AM - 8:00 PM', 'Saturday': '12:30 PM - 8:00 PM', 'Sunday': '12:30 PM - 8:00 PM'}","Offers Takeout,Classy,Good for Groups,TV",Salad,,
ORA,54.0,4.0,32.0,4.128335016318049,Oranienplatz 1410999 Berlin,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '6:00 PM - 1:00 AM (Next day)', 'Thursday': '6:00 PM - 1:00 AM (Next day)', 'Friday': '6:00 PM - 1:00 AM (Next day)', 'Saturday': '6:00 PM - 1:00 AM (Next day)', 'Sunday': '6:00 PM - 1:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Outdoor Seating","Cocktail Bars,German",,Restaurant
Maximilians,200.0,3.5,147.0,1.5278256127596295,Friedrichstr. 185 - 19010117 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '11:00 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","German,Bavarian",,Restaurant
NightKitchen,36.0,4.0,17.0,8.10487609790632,Oranienburger Str. 3210117 Berlin,"{'Monday': '5:00 PM - 12:00 AM (Next day)', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,Outdoor Seating,Classy","Mediterranean,Gastro Pubs",,Restaurant
DoDeLi,71.0,4.5,44.0,3.680489111644799,Kantstr. 12010625 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 11:30 PM', 'Wednesday': '12:00 PM - 11:30 PM', 'Thursday': '12:00 PM - 11:30 PM', 'Friday': '12:00 PM - 11:30 PM', 'Saturday': '12:00 PM - 11:30 PM', 'Sunday': '12:00 PM - 11:30 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards",Chinese,,Restaurant
ReinhardBr,,5.0,4.0,0.4798313129074162,Am Hamburger Bahnhof 410557 Berlin,"{'Monday': '10:00 AM - 10:00 PM', 'Tuesday': '10:00 AM - 10:00 PM', 'Wednesday': '10:00 AM - 10:00 PM', 'Thursday': '10:00 AM - 10:00 PM', 'Friday': '10:00 AM - 10:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Takes Reservations,No Takeout,Good for Groups,Good For Kids",German,,Restaurant
RistoranteCinque,29.0,4.0,17.0,,Reinhardtstr. 27 d10117 Berlin,"{'Monday': '11:30 AM - 12:00 AM (Next day)', 'Tuesday': '11:30 AM - 12:00 AM (Next day)', 'Wednesday': '11:30 AM - 12:00 AM (Next day)', 'Thursday': '11:30 AM - 12:00 AM (Next day)', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': '4:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,,Restaurant
DUDU,132.0,4.0,266.0,2.2075477310561364,Torstr. 13410119 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '1:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Sushi,Vietnamese,Pan Asian",,Restaurant
Esra,88.0,4.5,24.0,2.705917582719055,Rosa-Luxemburg-Str. 510178 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '11:00 AM - 12:00 AM (Next day)'}","Offers Takeout,No Reservations,No Delivery,Many Vegetarian Options",Arabian,,Restaurant
BestCurryBerlin,5.0,4.5,8.0,1.85486889496961,Leipziger Platz 1210117 Berlin,"{'Monday': '10:00 AM - 8:00 PM', 'Tuesday': '10:00 AM - 8:00 PM', 'Wednesday': '10:00 AM - 8:00 PM', 'Thursday': '10:00 AM - 8:00 PM', 'Friday': '10:00 AM - 8:00 PM', 'Saturday': '10:00 AM - 8:00 PM', 'Sunday': 'Closed'}","No Reservations,No Delivery,Accepts Debit Cards,Vegan Options","Curry Sausage,Takeaway & Fast Food",,Restaurant
MayKsi,37.0,4.5,13.0,5.150253294815783,Lilienthalstr. 610965 Berlin,"{'Monday': '10:00 AM - 6:00 PM', 'Tuesday': '10:00 AM - 6:00 PM', 'Wednesday': '10:00 AM - 8:00 PM', 'Thursday': '10:00 AM - 8:00 PM', 'Friday': '10:00 AM - 8:00 PM', 'Saturday': '10:00 AM - 8:00 PM', 'Sunday': '10:00 AM - 8:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Outdoor Seating","Cafes,Polish,International Grocery",,Restaurant
MaisonDang,15.0,5.0,1.0,1.6012467837928932,Tucholskystr. 3410117 Berlin,{},"Takes Reservations,Good for Groups,Accepts Debit Cards,Not Good For Kids",Pan Asian,,
Ayan,37.0,4.0,12.0,2.2160633155699143,Potsdamer Str. 6910785 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '4:00 PM - 10:00 PM', 'Sunday': '4:00 PM - 10:00 PM'}","Offers Delivery,Offers Takeout,No Reservations,Accepts Debit Cards",Filipino,,
Mamecha,135.0,4.5,67.0,2.514059013040277,Mulackstr. 3310119 Berlin,"{'Monday': '12:00 PM - 7:00 PM', 'Tuesday': '12:00 PM - 7:00 PM', 'Wednesday': '12:00 PM - 7:00 PM', 'Thursday': '12:00 PM - 7:00 PM', 'Friday': '12:00 PM - 7:00 PM', 'Saturday': '12:00 PM - 7:00 PM', 'Sunday': 'Closed'}","Offers Takeout,No Reservations,No Delivery,Many Vegetarian Options",Cafes,,Restaurant
CapitalBeach,61.0,3.0,62.0,,Ludwig-Erhard-Ufer10557 Berlin,"{'Monday': '10:00 AM - 5:00 PM', 'Tuesday': '10:00 AM - 5:00 PM', 'Wednesday': '10:00 AM - 5:00 PM', 'Thursday': '10:00 AM - 5:00 PM', 'Friday': '10:00 AM - 5:00 PM', 'Saturday': '10:00 AM - 5:00 PM', 'Sunday': '10:00 AM - 5:00 PM'}","No Reservations,No Delivery,No Takeout,Many Vegetarian Options","German,Beach Bars",,Restaurant
HoDoRi,129.0,4.0,67.0,3.5433063444383346,Goebenstr. 1610783 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Korean,,Restaurant
AsiaSpezialitten,,4.0,2.0,2.828065926481498,Brunnenstr. 11713355 Berlin,{},,"Takeaway & Fast Food,Pan Asian",,Restaurant
ParisMoskau,141.0,4.0,85.0,1.8937993780952656,Alt Moabit 14110557 Berlin,"{'Monday': '12:00 PM - 3:00 PM', 'Tuesday': '12:00 PM - 3:00 PM', 'Wednesday': '12:00 PM - 3:00 PM', 'Thursday': '12:00 PM - 3:00 PM', 'Friday': '12:00 PM - 3:00 PM', 'Saturday': '6:00 PM - 1:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",International,,
Bertolini,14.0,5.0,16.0,3.8348319631842402,Grolmanstr. 2210623 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Delivery,Offers Takeout,Moderate Noise",Italian,,Restaurant
Bonfini,77.0,4.0,40.0,1.2126037491059458,Chausseestr. 1510115 Berlin,"{'Monday': '5:00 PM - 11:00 PM', 'Tuesday': '5:00 PM - 11:00 PM', 'Wednesday': '5:00 PM - 11:00 PM', 'Thursday': '5:00 PM - 11:00 PM', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,,Restaurant
AlAndalos,53.0,4.5,95.0,9.207694512799533,Sonnenallee 4012045 Berlin,"{'Monday': '9:00 AM - 2:00 AM (Next day)', 'Tuesday': '9:00 AM - 2:00 AM (Next day)', 'Wednesday': '9:00 AM - 2:00 AM (Next day)', 'Thursday': '9:00 AM - 2:00 AM (Next day)', 'Friday': '9:00 AM - 3:00 AM (Next day)', 'Saturday': '9:00 AM - 3:00 AM (Next day)', 'Sunday': '9:00 AM - 2:00 AM (Next day)'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating","Food Stands,Lebanese",,Restaurant
